"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 09, 2019","7,898.3","7,104.7","7,928.8","6,725.7","73.52K","11.83%"
"Jun 16, 2019","9,362.4","7,898.3","9,872.0","7,857.5","101.15K","18.54%"
"Jun 23, 2019","10,455.0","9,361.5","12,130.8","9,001.2","214.83K","11.67%"
"Jun 30, 2019","10,037.0","10,453.7","10,719.1","8,580.0","160.32K","-4.00%"
"Jul 07, 2019","10,114.9","10,036.9","11,727.2","9,627.4","122.71K","0.78%"
"Jul 14, 2019","9,608.1","10,114.9","10,174.3","8,110.3","134.13K","-5.01%"
"Jul 21, 2019","8,521.8","9,608.2","9,672.7","8,401.7","68.11K","-11.31%"
"Jul 28, 2019","9,732.4","8,531.9","9,808.1","8,245.2","64.44K","14.21%"
"Aug 04, 2019","10,087.4","9,732.4","10,989.3","9,507.2","86.12K","3.65%"
"Aug 11, 2019","9,216.8","10,087.0","10,338.7","8,525.6","86.16K","-8.63%"
"Aug 18, 2019","9,106.3","9,217.4","9,897.5","8,826.9","55.53K","-1.20%"
"Aug 25, 2019","8,760.2","9,102.1","9,561.3","8,440.7","58.38K","-3.80%"
"Sep 01, 2019","9,502.7","8,759.3","9,917.4","8,707.9","69.32K","8.48%"
"Sep 08, 2019","9,354.6","9,504.2","9,596.8","8,948.0","46.69K","-1.56%"
"Sep 15, 2019","9,077.3","9,352.4","9,404.3","8,775.5","44.57K","-2.96%"
"Sep 22, 2019","7,528.4","9,085.8","9,163.5","7,092.8","109.58K","-17.06%"
"Sep 29, 2019","7,430.6","7,528.4","7,825.9","7,081.0","54.25K","-1.30%"
"Oct 06, 2019","7,542.4","7,438.9","8,005.9","7,102.7","57.03K","1.50%"
"Oct 13, 2019","7,136.6","7,551.4","7,687.1","7,046.0","44.27K","-5.38%"
"Oct 20, 2019","8,334.9","7,136.6","9,216.5","6,603.6","65.44K","16.79%"
"Oct 27, 2019","8,342.6","8,334.9","8,918.7","8,041.3","65.20K","0.09%"
"Nov 03, 2019","8,005.1","8,342.6","8,600.1","7,872.6","48.97K","-4.05%"
"Nov 10, 2019","7,687.9","8,009.3","8,272.6","7,617.2","45.97K","-3.96%"
"Nov 17, 2019","6,664.5","7,687.9","7,817.1","6,160.7","83.65K","-13.31%"
"Nov 24, 2019","6,875.5","6,664.7","7,143.2","5,945.0","80.05K","3.17%"
"Dec 01, 2019","6,790.7","6,874.5","7,005.4","6,417.2","57.95K","-1.23%"
"Dec 08, 2019","6,365.2","6,790.5","6,913.2","6,319.3","43.22K","-6.27%"
"Dec 15, 2019","6,461.1","6,364.3","6,703.7","5,811.1","67.27K","1.51%"
"Dec 22, 2019","6,544.0","6,460.3","6,942.3","6,363.0","49.41K","1.28%"
"Dec 29, 2019","6,594.2","6,544.0","6,734.6","6,156.2","47.21K","0.77%"
"Jan 05, 2020","7,218.0","6,594.2","7,584.8","6,564.2","82.65K","9.46%"
"Jan 12, 2020","8,041.1","7,217.9","8,106.0","7,170.3","76.63K","11.40%"
"Jan 19, 2020","7,572.3","8,040.3","8,276.9","7,464.5","59.51K","-5.83%"
"Jan 26, 2020","8,460.9","7,575.4","8,673.6","7,539.1","68.88K","11.74%"
"Feb 02, 2020","9,062.0","8,460.9","9,084.5","8,460.9","58.91K","7.11%"
"Feb 09, 2020","9,163.0","9,062.8","9,688.1","8,908.9","75.05K","1.11%"
"Feb 16, 2020","8,929.5","9,163.1","9,544.4","8,683.5","69.71K","-2.55%"
"Feb 23, 2020","7,756.2","8,929.6","9,238.6","7,684.9","82.94K","-13.14%"
"Mar 01, 2020","7,897.5","7,756.3","8,200.7","7,645.4","58.64K","1.82%"
"Mar 08, 2020","4,691.6","7,897.5","7,897.9","3,568.3","309.41K","-40.59%"
"Mar 15, 2020","5,817.2","4,691.9","6,489.8","4,028.3","290.48K","23.99%"
"Mar 22, 2020","5,629.3","5,822.3","6,454.7","5,355.1","146.65K","-3.23%"
"Mar 29, 2020","6,367.8","5,628.8","6,640.8","5,279.4","119.84K","13.12%"
"Apr 05, 2020","6,312.4","6,366.9","6,903.6","6,178.4","107.97K","-0.87%"
"Apr 12, 2020","6,683.1","6,312.4","6,718.4","5,958.4","94.79K","5.87%"
"Apr 19, 2020","6,990.1","6,681.5","7,125.9","6,247.5","100.79K","4.59%"
"Apr 26, 2020","8,178.3","6,989.5","8,735.9","6,967.6","161.25K","17.00%"
"May 03, 2020","8,816.0","8,178.3","9,270.5","7,817.0","155.42K","7.80%"
"May 10, 2020","8,685.6","8,813.7","9,197.0","7,585.5","200.10K","-1.48%"
"May 17, 2020","8,427.3","8,685.6","9,160.3","8,045.1","121.67K","-2.97%"
"May 24, 2020","8,718.6","8,427.3","8,750.0","7,933.8","71.21K","3.46%"
"May 31, 2020","8,584.3","8,716.7","9,246.9","8,328.3","107.58K","-1.54%"
"Jun 07, 2020","8,422.1","8,584.3","8,766.4","8,036.8","81.40K","-1.89%"
"Jun 14, 2020","8,373.8","8,422.1","8,510.2","7,936.9","64.70K","-0.57%"
"Jun 21, 2020","8,052.3","8,373.7","8,673.6","7,933.7","68.87K","-3.84%"
"Jun 28, 2020","8,133.3","8,052.3","8,273.2","7,989.1","49.85K","1.00%"
"Jul 05, 2020","8,201.9","8,132.2","8,367.2","7,961.7","53.42K","0.84%"
"Jul 12, 2020","8,051.5","8,201.6","8,284.9","7,954.2","50.41K","-1.83%"
"Jul 19, 2020","8,356.4","8,051.5","8,382.2","7,997.9","55.85K","3.79%"
"Jul 26, 2020","10,043.1","9,442.1","10,094.7","9,243.0","136.98K","20.18%"
"Aug 02, 2020","9,999.5","10,043.1","10,290.8","9,127.4","103.61K","-0.43%"
"Aug 09, 2020","10,027.1","10,000.9","10,240.4","9,501.2","84.94K","0.28%"
"Aug 16, 2020","9,914.5","10,027.1","10,501.1","9,681.9","87.33K","-1.12%"
"Aug 23, 2020","9,670.1","9,914.5","10,010.5","9,435.1","63.03K","-2.47%"
"Aug 30, 2020","8,602.7","9,670.1","10,109.3","8,371.9","113.20K","-11.04%"
"Sep 06, 2020","8,831.5","8,603.2","8,859.7","8,384.3","75.60K","2.66%"
"Sep 13, 2020","9,370.8","8,831.1","9,439.7","8,648.7","59.19K","6.11%"
"Sep 20, 2020","9,226.9","9,371.7","9,371.7","8,705.9","54.27K","-1.54%"
"Sep 27, 2020","9,024.6","9,224.7","9,404.3","8,875.3","53.39K","-2.19%"
"Oct 04, 2020","9,522.7","9,019.6","9,676.8","8,974.4","48.13K","5.52%"
"Oct 11, 2020","9,705.0","9,520.7","9,909.8","9,508.3","51.64K","1.91%"
"Oct 18, 2020","11,046.7","9,706.3","11,156.2","9,698.1","84.05K","13.82%"
"Oct 25, 2020","11,850.6","11,063.5","12,082.6","10,834.5","82.83K","7.28%"
"Nov 01, 2020","12,429.0","11,849.8","13,517.0","11,367.1","104.03K","4.88%"
"Nov 08, 2020","13,599.8","12,422.6","13,969.7","12,321.2","91.06K","9.42%"
